timestamp,thread_index,test_id,mode,target_field,target_value,payload_source,payload_label,req_payload_len,req_payload_hex,req_service_id,req_method_id,req_session_id,response_received,response_time_ms,rsp_method_id,rsp_session_id,rsp_client_id,rsp_msg_type,rsp_retcode,verdict
14:53:55.165,0,1,fuzz,method_id,10,radamsa,empty_seed,0,,0xff40,0x000a,0x0010,True,80.69,0x000a,0x0010,0x1343,0x81,0x09,error_response
14:53:56.221,0,2,fuzz,method_id,10,radamsa,seed_00,16,00000000b40000640000000000000000,0xff40,0x000a,0x0011,True,39.44,0x000a,0x0011,0x1343,0x80,0x00,normal_response
14:53:57.297,0,3,fuzz,method_id,10,radamsa,seed_0000,32,00f3f3a080e280aea9a080a8f1f3f3f3f3a08183a081adf3a08191f3a0efa3bf,0xff40,0x000a,0x0012,True,46.79,0x000a,0x0012,0x1343,0x81,0x09,error_response
14:53:58.373,0,4,fuzz,method_id,10,radamsa,seed_0001,6,f3a081960001,0xff40,0x000a,0x0013,True,48.64,0x000a,0x0013,0x1343,0x81,0x09,error_response
14:53:59.429,0,5,fuzz,method_id,10,radamsa,seed_00010001,3,010001,0xff40,0x000a,0x0014,True,41.04,0x000a,0x0014,0x1343,0x81,0x09,error_response
