source_file,frame.number,frame.time_relative,ip.src,ip.dst,udp.srcport,udp.dstport,someip.serviceid,someip.methodid,someip.clientid,someip.sessionid,someip.messagetype,someip.returncode,data
data/playground_someip_only.pcap,"113","10.039338000","192.168.40.134","192.168.40.135","31000","52600","0x0000ff40","0x00000004","0x00001343","0x00000004","0x00000080","0x00000000",
data/playground_someip_only.pcap,"114","10.044709000","192.168.40.135","192.168.40.134","52600","31000","0x0000ff40","0x00000005","0x00001343","0x00000005","0x00000000","0x00000000",
data/playground_someip_only.pcap,"115","10.050339000","192.168.40.134","192.168.40.135","31000","52600","0x0000ff40","0x00000005","0x00001343","0x00000005","0x00000080","0x00000000",
data/playground_someip_only.pcap,"116","10.055625000","192.168.40.135","192.168.40.134","52600","31000","0x0000ff40","0x00000006","0x00001343","0x00000006","0x00000000","0x00000000",
data/playground_someip_only.pcap,"117","10.061304000","192.168.40.134","192.168.40.135","31000","52600","0x0000ff40","0x00000006","0x00001343","0x00000006","0x00000080","0x00000000",
data/playground_someip_only.pcap,"118","10.066709000","192.168.40.135","192.168.40.134","52600","31000","0x0000ff40","0x00000007","0x00001343","0x00000007","0x00000000","0x00000000",
data/playground_someip_only.pcap,"119","10.072330000","192.168.40.134","192.168.40.135","31000","52600","0x0000ff40","0x00000007","0x00001343","0x00000007","0x00000080","0x00000000",
data/playground_someip_only.pcap,"120","10.077694000","192.168.40.135","192.168.40.134","52600","31000","0x0000ff40","0x00000008","0x00001343","0x00000008","0x00000000","0x00000000",
data/playground_someip_only.pcap,"121","10.083359000","192.168.40.134","192.168.40.135","31000","52600","0x0000ff40","0x00000008","0x00001343","0x00000008","0x00000080","0x00000000",
data/playground_someip_only.pcap,"122","10.089207000","192.168.40.135","192.168.40.134","52600","31000","0x0000ff40","0x00000009","0x00001343","0x00000009","0x00000000","0x00000000",
data/playground_someip_only.pcap,"123","10.094913000","192.168.40.134","192.168.40.135","31000","52600","0x0000ff40","0x00000009","0x00001343","0x00000009","0x00000080","0x00000000",
data/playground_someip_only.pcap,"124","10.100823000","192.168.40.135","192.168.40.134","52600","31000","0x0000ff40","0x0000000b","0x00001343","0x0000000a","0x00000000","0x00000000",
data/playground_someip_only.pcap,"125","10.106494000","192.168.40.134","192.168.40.135","31000","52600","0x0000ff40","0x0000000b","0x00001343","0x0000000a","0x00000080","0x00000000",
data/playground_someip_only.pcap,"126","10.604244000","192.168.40.134","192.168.40.135","31000","52600","0x0000ff40","0x0000800a","0x00000000","0x00000280","0x00000002","0x00000000",
data/playground_someip_only.pcap,"127","12.001704000","192.168.40.135","192.168.40.134","45827","31000","0x0000ff40","0x00000001","0x00001343","0x00000001","0x00000000","0x00000000",
data/playground_someip_only.pcap,"128","12.007474000","192.168.40.134","192.168.40.135","31000","45827","0x0000ff40","0x00000001","0x00001343","0x00000001","0x00000080","0x00000000",
data/playground_someip_only.pcap,"129","12.012825000","192.168.40.135","192.168.40.134","45827","31000","0x0000ff40","0x00000002","0x00001343","0x00000002","0x00000000","0x00000000",
data/playground_someip_only.pcap,"130","12.018660000","192.168.40.134","192.168.40.135","31000","45827","0x0000ff40","0x00000002","0x00001343","0x00000002","0x00000080","0x00000000",
data/playground_someip_only.pcap,"131","12.023997000","192.168.40.135","192.168.40.134","45827","31000","0x0000ff40","0x00000003","0x00001343","0x00000003","0x00000000","0x00000000",
data/playground_someip_only.pcap,"132","12.029922000","192.168.40.134","192.168.40.135","31000","45827","0x0000ff40","0x00000003","0x00001343","0x00000003","0x00000080","0x00000000",
data/playground_someip_only.pcap,"133","12.035272000","192.168.40.135","192.168.40.134","45827","31000","0x0000ff40","0x00000004","0x00001343","0x00000004","0x00000000","0x00000000",
data/playground_someip_only.pcap,"134","12.041137000","192.168.40.134","192.168.40.135","31000","45827","0x0000ff40","0x00000004","0x00001343","0x00000004","0x00000080","0x00000000",
data/playground_someip_only.pcap,"135","12.046613000","192.168.40.135","192.168.40.134","45827","31000","0x0000ff40","0x00000005","0x00001343","0x00000005","0x00000000","0x00000000",
data/playground_someip_only.pcap,"136","12.052385000","192.168.40.134","192.168.40.135","31000","45827","0x0000ff40","0x00000005","0x00001343","0x00000005","0x00000080","0x00000000",
data/playground_someip_only.pcap,"137","12.057799000","192.168.40.135","192.168.40.134","45827","31000","0x0000ff40","0x00000006","0x00001343","0x00000006","0x00000000","0x00000000",
data/playground_someip_only.pcap,"138","12.063628000","192.168.40.134","192.168.40.135","31000","45827","0x0000ff40","0x00000006","0x00001343","0x00000006","0x00000080","0x00000000",
data/playground_someip_only.pcap,"139","12.069230000","192.168.40.135","192.168.40.134","45827","31000","0x0000ff40","0x00000007","0x00001343","0x00000007","0x00000000","0x00000000",
data/playground_someip_only.pcap,"140","12.075057000","192.168.40.134","192.168.40.135","31000","45827","0x0000ff40","0x00000007","0x00001343","0x00000007","0x00000080","0x00000000",
data/playground_someip_only.pcap,"141","12.080408000","192.168.40.135","192.168.40.134","45827","31000","0x0000ff40","0x00000008","0x00001343","0x00000008","0x00000000","0x00000000",
data/playground_someip_only.pcap,"142","12.086149000","192.168.40.134","192.168.40.135","31000","45827","0x0000ff40","0x00000008","0x00001343","0x00000008","0x00000080","0x00000000",
data/playground_someip_only.pcap,"143","12.091512000","192.168.40.135","192.168.40.134","45827","31000","0x0000ff40","0x00000009","0x00001343","0x00000009","0x00000000","0x00000000",
data/playground_someip_only.pcap,"144","12.097442000","192.168.40.134","192.168.40.135","31000","45827","0x0000ff40","0x00000009","0x00001343","0x00000009","0x00000080","0x00000000",
data/playground_someip_only.pcap,"145","12.102836000","192.168.40.135","192.168.40.134","45827","31000","0x0000ff40","0x0000000b","0x00001343","0x0000000a","0x00000000","0x00000000",
data/playground_someip_only.pcap,"146","12.108450000","192.168.40.134","192.168.40.135","31000","45827","0x0000ff40","0x0000000b","0x00001343","0x0000000a","0x00000080","0x00000000",
data/playground_someip_only.pcap,"147","12.605209000","192.168.40.134","192.168.40.135","31000","45827","0x0000ff40","0x0000800a","0x00000000","0x00000284","0x00000002","0x00000000",
data/playground_someip_only.pcap,"148","14.002566000","192.168.40.135","192.168.40.134","46897","31000","0x0000ff40","0x00000001","0x00001343","0x00000001","0x00000000","0x00000000",
data/playground_someip_only.pcap,"149","14.008394000","192.168.40.134","192.168.40.135","31000","46897","0x0000ff40","0x00000001","0x00001343","0x00000001","0x00000080","0x00000000",
data/playground_someip_only.pcap,"150","14.014357000","192.168.40.135","192.168.40.134","46897","31000","0x0000ff40","0x00000002","0x00001343","0x00000002","0x00000000","0x00000000",
data/playground_someip_only.pcap,"151","14.020192000","192.168.40.134","192.168.40.135","31000","46897","0x0000ff40","0x00000002","0x00001343","0x00000002","0x00000080","0x00000000",
data/playground_someip_only.pcap,"152","14.025623000","192.168.40.135","192.168.40.134","46897","31000","0x0000ff40","0x00000003","0x00001343","0x00000003","0x00000000","0x00000000",
data/playground_someip_only.pcap,"153","14.031696000","192.168.40.134","192.168.40.135","31000","46897","0x0000ff40","0x00000003","0x00001343","0x00000003","0x00000080","0x00000000",
data/playground_someip_only.pcap,"154","14.037019000","192.168.40.135","192.168.40.134","46897","31000","0x0000ff40","0x00000004","0x00001343","0x00000004","0x00000000","0x00000000",
data/playground_someip_only.pcap,"155","14.042941000","192.168.40.134","192.168.40.135","31000","46897","0x0000ff40","0x00000004","0x00001343","0x00000004","0x00000080","0x00000000",
data/playground_someip_only.pcap,"156","14.048690000","192.168.40.135","192.168.40.134","46897","31000","0x0000ff40","0x00000005","0x00001343","0x00000005","0x00000000","0x00000000",
data/playground_someip_only.pcap,"157","14.054543000","192.168.40.134","192.168.40.135","31000","46897","0x0000ff40","0x00000005","0x00001343","0x00000005","0x00000080","0x00000000",
data/playground_someip_only.pcap,"158","14.060461000","192.168.40.135","192.168.40.134","46897","31000","0x0000ff40","0x00000006","0x00001343","0x00000006","0x00000000","0x00000000",
data/playground_someip_only.pcap,"159","14.066368000","192.168.40.134","192.168.40.135","31000","46897","0x0000ff40","0x00000006","0x00001343","0x00000006","0x00000080","0x00000000",
data/playground_someip_only.pcap,"160","14.071954000","192.168.40.135","192.168.40.134","46897","31000","0x0000ff40","0x00000007","0x00001343","0x00000007","0x00000000","0x00000000",
data/playground_someip_only.pcap,"161","14.077821000","192.168.40.134","192.168.40.135","31000","46897","0x0000ff40","0x00000007","0x00001343","0x00000007","0x00000080","0x00000000",
data/playground_someip_only.pcap,"162","14.083217000","192.168.40.135","192.168.40.134","46897","31000","0x0000ff40","0x00000008","0x00001343","0x00000008","0x00000000","0x00000000",
data/playground_someip_only.pcap,"163","14.088929000","192.168.40.134","192.168.40.135","31000","46897","0x0000ff40","0x00000008","0x00001343","0x00000008","0x00000080","0x00000000",
data/playground_someip_only.pcap,"164","14.094378000","192.168.40.135","192.168.40.134","46897","31000","0x0000ff40","0x00000009","0x00001343","0x00000009","0x00000000","0x00000000",
data/playground_someip_only.pcap,"165","14.100155000","192.168.40.134","192.168.40.135","31000","46897","0x0000ff40","0x00000009","0x00001343","0x00000009","0x00000080","0x00000000",
data/playground_someip_only.pcap,"166","14.105624000","192.168.40.135","192.168.40.134","46897","31000","0x0000ff40","0x0000000b","0x00001343","0x0000000a","0x00000000","0x00000000",
data/playground_someip_only.pcap,"167","14.111302000","192.168.40.134","192.168.40.135","31000","46897","0x0000ff40","0x0000000b","0x00001343","0x0000000a","0x00000080","0x00000000",
data/playground_someip_only.pcap,"168","14.607127000","192.168.40.134","192.168.40.135","31000","46897","0x0000ff40","0x0000800a","0x00000000","0x00000288","0x00000002","0x00000000",
data/playground_someip_only.pcap,"169","15.962165000","192.168.40.135","192.168.40.134","46129","31000","0x0000ff40","0x00000001","0x00001343","0x00000001","0x00000000","0x00000000",
data/playground_someip_only.pcap,"170","15.967951000","192.168.40.134","192.168.40.135","31000","46129","0x0000ff40","0x00000001","0x00001343","0x00000001","0x00000080","0x00000000",
data/playground_someip_only.pcap,"171","15.973309000","192.168.40.135","192.168.40.134","46129","31000","0x0000ff40","0x00000002","0x00001343","0x00000002","0x00000000","0x00000000",
data/playground_someip_only.pcap,"172","15.979186000","192.168.40.134","192.168.40.135","31000","46129","0x0000ff40","0x00000002","0x00001343","0x00000002","0x00000080","0x00000000",
data/playground_someip_only.pcap,"173","15.984654000","192.168.40.135","192.168.40.134","46129","31000","0x0000ff40","0x00000003","0x00001343","0x00000003","0x00000000","0x00000000",
data/playground_someip_only.pcap,"174","15.990507000","192.168.40.134","192.168.40.135","31000","46129","0x0000ff40","0x00000003","0x00001343","0x00000003","0x00000080","0x00000000",
data/playground_someip_only.pcap,"175","15.995832000","192.168.40.135","192.168.40.134","46129","31000","0x0000ff40","0x00000004","0x00001343","0x00000004","0x00000000","0x00000000",
data/playground_someip_only.pcap,"176","16.001387000","192.168.40.134","192.168.40.135","31000","46129","0x0000ff40","0x00000004","0x00001343","0x00000004","0x00000080","0x00000000",
data/playground_someip_only.pcap,"177","16.006569000","192.168.40.135","192.168.40.134","46129","31000","0x0000ff40","0x00000005","0x00001343","0x00000005","0x00000000","0x00000000",
data/playground_someip_only.pcap,"178","16.012081000","192.168.40.134","192.168.40.135","31000","46129","0x0000ff40","0x00000005","0x00001343","0x00000005","0x00000080","0x00000000",
data/playground_someip_only.pcap,"179","16.017272000","192.168.40.135","192.168.40.134","46129","31000","0x0000ff40","0x00000006","0x00001343","0x00000006","0x00000000","0x00000000",
data/playground_someip_only.pcap,"180","16.022756000","192.168.40.134","192.168.40.135","31000","46129","0x0000ff40","0x00000006","0x00001343","0x00000006","0x00000080","0x00000000",
data/playground_someip_only.pcap,"181","16.028007000","192.168.40.135","192.168.40.134","46129","31000","0x0000ff40","0x00000007","0x00001343","0x00000007","0x00000000","0x00000000",
data/playground_someip_only.pcap,"182","16.033602000","192.168.40.134","192.168.40.135","31000","46129","0x0000ff40","0x00000007","0x00001343","0x00000007","0x00000080","0x00000000",
data/playground_someip_only.pcap,"183","16.038845000","192.168.40.135","192.168.40.134","46129","31000","0x0000ff40","0x00000008","0x00001343","0x00000008","0x00000000","0x00000000",
data/playground_someip_only.pcap,"184","16.044313000","192.168.40.134","192.168.40.135","31000","46129","0x0000ff40","0x00000008","0x00001343","0x00000008","0x00000080","0x00000000",
data/playground_someip_only.pcap,"185","16.049711000","192.168.40.135","192.168.40.134","46129","31000","0x0000ff40","0x00000009","0x00001343","0x00000009","0x00000000","0x00000000",
data/playground_someip_only.pcap,"186","16.055246000","192.168.40.134","192.168.40.135","31000","46129","0x0000ff40","0x00000009","0x00001343","0x00000009","0x00000080","0x00000000",
data/playground_someip_only.pcap,"187","16.060661000","192.168.40.135","192.168.40.134","46129","31000","0x0000ff40","0x0000000b","0x00001343","0x0000000a","0x00000000","0x00000000",
data/playground_someip_only.pcap,"188","16.066218000","192.168.40.134","192.168.40.135","31000","46129","0x0000ff40","0x0000000b","0x00001343","0x0000000a","0x00000080","0x00000000",
data/playground_someip_only.pcap,"189","16.107860000","192.168.40.134","192.168.40.135","31000","46129","0x0000ff40","0x0000800a","0x00000000","0x0000028b","0x00000002","0x00000000",
data/playground_someip_only.pcap,"190","17.960699000","192.168.40.135","192.168.40.134","37633","31000","0x0000ff40","0x00000001","0x00001343","0x00000001","0x00000000","0x00000000",
data/playground_someip_only.pcap,"191","17.966333000","192.168.40.134","192.168.40.135","31000","37633","0x0000ff40","0x00000001","0x00001343","0x00000001","0x00000080","0x00000000",
data/playground_someip_only.pcap,"192","17.971817000","192.168.40.135","192.168.40.134","37633","31000","0x0000ff40","0x00000002","0x00001343","0x00000002","0x00000000","0x00000000",
data/playground_someip_only.pcap,"193","17.977434000","192.168.40.134","192.168.40.135","31000","37633","0x0000ff40","0x00000002","0x00001343","0x00000002","0x00000080","0x00000000",
data/playground_someip_only.pcap,"194","17.982721000","192.168.40.135","192.168.40.134","37633","31000","0x0000ff40","0x00000003","0x00001343","0x00000003","0x00000000","0x00000000",
data/playground_someip_only.pcap,"195","17.988333000","192.168.40.134","192.168.40.135","31000","37633","0x0000ff40","0x00000003","0x00001343","0x00000003","0x00000080","0x00000000",
data/playground_someip_only.pcap,"196","17.993703000","192.168.40.135","192.168.40.134","37633","31000","0x0000ff40","0x00000004","0x00001343","0x00000004","0x00000000","0x00000000",
data/playground_someip_only.pcap,"197","17.999319000","192.168.40.134","192.168.40.135","31000","37633","0x0000ff40","0x00000004","0x00001343","0x00000004","0x00000080","0x00000000",
data/playground_someip_only.pcap,"198","18.004661000","192.168.40.135","192.168.40.134","37633","31000","0x0000ff40","0x00000005","0x00001343","0x00000005","0x00000000","0x00000000",
data/playground_someip_only.pcap,"199","18.010259000","192.168.40.134","192.168.40.135","31000","37633","0x0000ff40","0x00000005","0x00001343","0x00000005","0x00000080","0x00000000",
data/playground_someip_only.pcap,"200","18.015558000","192.168.40.135","192.168.40.134","37633","31000","0x0000ff40","0x00000006","0x00001343","0x00000006","0x00000000","0x00000000",
data/playground_someip_only.pcap,"201","18.021142000","192.168.40.134","192.168.40.135","31000","37633","0x0000ff40","0x00000006","0x00001343","0x00000006","0x00000080","0x00000000",
data/playground_someip_only.pcap,"202","18.026418000","192.168.40.135","192.168.40.134","37633","31000","0x0000ff40","0x00000007","0x00001343","0x00000007","0x00000000","0x00000000",
data/playground_someip_only.pcap,"203","18.032041000","192.168.40.134","192.168.40.135","31000","37633","0x0000ff40","0x00000007","0x00001343","0x00000007","0x00000080","0x00000000",
data/playground_someip_only.pcap,"204","18.037388000","192.168.40.135","192.168.40.134","37633","31000","0x0000ff40","0x00000008","0x00001343","0x00000008","0x00000000","0x00000000",
data/playground_someip_only.pcap,"205","18.042948000","192.168.40.134","192.168.40.135","31000","37633","0x0000ff40","0x00000008","0x00001343","0x00000008","0x00000080","0x00000000",
data/playground_someip_only.pcap,"206","18.048295000","192.168.40.135","192.168.40.134","37633","31000","0x0000ff40","0x00000009","0x00001343","0x00000009","0x00000000","0x00000000",
data/playground_someip_only.pcap,"207","18.053941000","192.168.40.134","192.168.40.135","31000","37633","0x0000ff40","0x00000009","0x00001343","0x00000009","0x00000080","0x00000000",
data/playground_someip_only.pcap,"208","18.059399000","192.168.40.135","192.168.40.134","37633","31000","0x0000ff40","0x0000000b","0x00001343","0x0000000a","0x00000000","0x00000000",
data/playground_someip_only.pcap,"209","18.065098000","192.168.40.134","192.168.40.135","31000","37633","0x0000ff40","0x0000000b","0x00001343","0x0000000a","0x00000080","0x00000000",
data/playground_someip_only.pcap,"210","18.109084000","192.168.40.134","192.168.40.135","31000","37633","0x0000ff40","0x0000800a","0x00000000","0x0000028f","0x00000002","0x00000000",
